,Year (negative values = BC),"EPICA Dome C,  Antarctica"
1227,-134422.2,408.6666667
1228,-133852.9,381.5
1229,-133351.9,403.6
1230,-132850.1,415.1
1231,-132438.7,436.3333333
1232,-132034.3,427.5
1233,-131653.1,506.3333333
1234,-131289.4,448.8
1235,-130925.9,460.3333333
1236,-130596.2,461.7
1237,-130257.7,461.3333333
1238,-129955.9,455.8
1239,-129674.2,479.2
1240,-129401.1,494.1
1241,-129162.8,493.0
1242,-128924.5,487.1
1243,-128689.7,518.0
1244,-128459,521.2
1245,-128283.1,499.3333333
1246,-128060.6,512.1
1247,-127856.2,515.0
1248,-127678.5,531.0
1249,-127494.5,550.7
1250,-127323.8,551.5
1251,-127147.1,536.6666667
1252,-126971.4,534.5
1253,-126800.1,644.0
1254,-126635,725.5
1255,-126472.9,722.3333333
1256,-126320,703.6
1257,-126158.4,715.0
1258,-125982.5,706.0
1259,-125823.5,692.1
1260,-125687.1,678.8
1261,-125646.4,681.1
1262,-125471.1,677.0
1263,-125277.8,670.3
1264,-125080.2,646.0
1265,-124905.6,650.4
1266,-124728.9,651.3333333
1267,-124536.5,639.7
1268,-124321.5,659.6666667
1269,-124108.7,650.2
1270,-123914.7,657.875
1271,-123683.9,655.7
1272,-123486,646.6666667
1273,-123274.9,642.2
1274,-123070.9,641.6666667
1275,-122872.3,626.6
1276,-122703.6,632.0
1277,-122439.9,621.8
1278,-122243.1,621.3333333
1279,-122048.4,613.5
1280,-121850.2,611.1
1281,-121639.2,616.3
1282,-121438,615.0
1283,-121231.5,608.3
1284,-121052.6,606.8333333
1285,-120817,606.5
1286,-120605.4,599.0
1287,-120406.5,608.4
1288,-120210.6,607.3333333
1289,-119997.3,608.7
1290,-119791.9,603.2
1291,-119586.2,609.8
1292,-119384.1,613.0
1293,-119173.1,600.8
1294,-118964.7,598.0
1295,-118763.4,613.3
1296,-118546.9,590.6666667
1297,-118323.1,567.8
1298,-118119.7,575.6666667
1299,-117891.7,566.4
1300,-117679.3,571.2
1301,-117462.1,566.5
1302,-117290.1,590.6666667
1303,-117013,578.5
1304,-116793.5,577.6666667
1305,-116559,565.4
1306,-116319.2,578.6666667
1307,-116085.6,544.7
1308,-115865.7,548.0
1309,-115390.1,546.2
1310,-115145,533.3
1311,-114892.3,543.6666667
1312,-114649.2,528.0
1313,-114388.1,504.3333333
1314,-114122.5,495.1
1315,-113862.5,501.0
1316,-113586.3,496.0
1317,-113315.4,501.3333333
1318,-113052.4,472.2
1319,-112778.8,473.6
1320,-112506.2,473.1
1321,-111937.4,470.7
1322,-111646.1,470.6666667
1323,-111383.5,451.0
1324,-111002.8,466.6666667
1325,-110683.4,463.55
1326,-110360.7,455.0
1327,-110035.1,455.5
1328,-109699.4,474.3
1329,-109359.2,472.7
1330,-109032.2,496.3333333
1331,-108719.7,491.7
1332,-108380,504.6666667
1333,-108043.2,502.4
1334,-107698.7,508.6666667
1335,-107360.7,495.1
1336,-107011.5,507.6666667
1337,-106626.5,485.6
1338,-106234.6,474.7
1339,-105868.1,464.0
1340,-105530.1,460.0
1341,-105207.2,444.8
1342,-104898.8,483.0
1343,-104597.7,590.5
1344,-104325.6,595.3333333
1345,-104041.7,601.4
1346,-103749,617.6666667
1347,-103414.2,572.0
1348,-103084.3,595.8
1349,-102773.9,602.0
1350,-102469.8,581.3333333
1351,-102154.2,573.3
1352,-101837.3,559.0
1353,-101508.4,515.4
1354,-101206.6,498.3333333
1355,-100892.9,469.5
1356,-100592.3,472.3333333
1357,-100294.7,508.9
1358,-100072.4,490.8
1359,-99740.6,510.9
1360,-99481.1,542.3333333
1361,-99219.1,538.0
1362,-98948.9,547.0
1363,-98669.2,537.4
1364,-98378.7,547.0
1365,-98074.2,529.5
1366,-97805.3,530.3333333
1367,-97542,525.1
1368,-97272.5,525.8
1369,-96992.1,526.2
1370,-96715.5,523.6666667
1371,-96443,512.0
1372,-96194.7,511.3333333
1373,-95934.3,506.0
1374,-95672.2,504.6666667
1375,-95396.1,487.4
1376,-95134.7,491.0
1377,-94876.2,501.1
1378,-94607.1,495.0
1379,-94348.1,478.9
1380,-94070.9,485.6666667
1381,-93808.8,464.2
1382,-93537.9,453.0
1383,-93285.8,434.9
1384,-93013,442.0
1385,-92751.3,452.6
1386,-92506.5,436.3333333
1387,-92247.9,453.9
1388,-91990.8,434.0
1389,-91732.8,442.1
1390,-91481.3,435.6666667
1391,-90941.5,439.0
1392,-90662.2,441.9
1393,-90396,437.3333333
1394,-90113.1,436.9
1395,-89846.5,447.3333333
1396,-89601.9,447.5
1397,-89288,432.3
1398,-89012,436.6
1399,-88743.5,460.6666667
1400,-88449.7,447.3
1401,-88164.1,445.0
1402,-87631,463.3333333
1403,-87372.2,475.8
1404,-87111.4,493.6666667
1405,-86828.2,494.3
1406,-86558.8,500.8666667
1407,-86250.5,507.8
1408,-85950.7,502.3333333
1409,-85664.2,506.5
1410,-85389.5,479.6666667
1411,-85054.4,445.6
1412,-84776.4,448.0
1413,-84521.6,428.5
1414,-84258.4,468.0
1415,-83996.1,425.2
1416,-83816.3,429.2
1417,-83491.4,454.1
1418,-83254.9,452.3333333
1419,-82999.4,442.8
1420,-82751.1,450.3333333
1421,-82511.1,444.7
1422,-82275.1,464.0
1423,-82022.3,465.0
1424,-81788.8,485.3333333
1425,-81561,514.6
1426,-81326.5,559.7
1427,-81116.6,631.3
1428,-80916,629.3333333
1429,-80689.5,622.3
1430,-80468.1,616.3333333
1431,-80262.1,616.7
1432,-80033.4,605.5
1433,-79791.1,571.0
1434,-79573.5,595.3333333
1435,-79334,576.1
1436,-79126.3,584.0
1437,-78851.9,547.6
1438,-78619.7,549.3333333
1439,-78371.9,549.8
1440,-78153.6,535.3333333
1441,-77923.9,563.0
1442,-77675.6,536.0
1443,-77447.7,514.9
1444,-77196.6,515.0
1445,-76960.5,512.3
1446,-76695.5,496.975
1447,-76415.5,487.4
1448,-76200.2,477.0
1449,-75935.2,463.3
1450,-75644.3,450.3333333
1451,-75367,475.1
1452,-75106.3,472.0
1453,-74846.2,441.6
1454,-74579.2,441.6666667
1455,-74291,465.8
1456,-74022.1,422.2
1457,-73762.1,437.5
1458,-73474.6,424.3333333
1459,-73188.8,414.8
1460,-72934.7,415.6666667
1461,-72681.3,460.7
1462,-72441,476.6666667
1463,-72206.9,467.1
1464,-71966.1,469.0
1465,-71735.1,460.7
1466,-71482.9,451.1
1467,-71175.3,452.3
1468,-70904.1,447.6666667
1469,-70579,452.8
1470,-70258.7,457.3333333
1471,-69941,432.1
1472,-69660.9,432.0
1473,-69403.2,430.9
1474,-69148.4,448.6666667
1475,-68915.6,481.5
1476,-68683.3,475.4
1477,-68494.6,469.8
1478,-68221.2,472.6666667
1479,-67982.7,489.8
1480,-67636.3,450.3333333
1481,-67410.3,462.1
1482,-67026,460.0
1483,-66734.3,473.7
1484,-66329.4,456.0
1485,-66086,450.7
1486,-65782.4,479.6
1487,-65482.3,470.5
1488,-65126.2,452.6666667
1489,-64867.7,459.3
1490,-64538.7,449.3333333
1491,-64305.1,460.7
1492,-63976.1,444.0
1493,-63665.2,475.6
1494,-63308.9,456.6666667
1495,-63034,461.1
1496,-62703.9,461.9
1497,-62400,439.7
1498,-62067.2,434.0
1499,-61817,488.8
1500,-61482.2,484.0
1501,-61253,467.5
1502,-60868.7,444.0
1503,-60605.5,443.7
1504,-60251.8,430.0
1505,-60007.1,438.7
1506,-59696.9,430.8
1507,-59100.8,431.6666667
1508,-58898.2,436.61
1509,-58862,412.0
1510,-58597.8,425.3333333
1511,-58390.5,430.1
1512,-58098.6,426.3333333
1513,-57914.9,442.7
1514,-57640.3,425.0
1515,-57416,434.9
1516,-57103.6,441.8
1517,-56930,454.2
1518,-56660.1,523.0
1519,-56441.3,502.1
1520,-56207.7,554.0
1521,-56042.7,561.1
1522,-55771.2,519.6666667
1523,-55585.6,514.8
1524,-55306.4,541.6666667
1525,-54893.1,553.9
1526,-54840,542.9
1527,-54642.3,550.1
1528,-54366.2,546.0
1529,-53856.6,483.0
1530,-53845.6,534.2
1531,-53642.4,466.0
1532,-53338.1,460.6666667
1533,-53135.1,514.37
1534,-52880.6,475.6666667
1535,-52452.7,461.6
1536,-52150.3,437.04
1537,-51922,438.0
1538,-51738.5,438.15
1539,-51481.6,513.0
1540,-51248.7,535.1
1541,-51039.4,530.0
1542,-50864,529.3
1543,-50582.2,542.6666667
1544,-50398.5,566.5
1545,-50169.7,526.6
1546,-49933.2,530.9
1547,-49670.8,517.0
1548,-49476.5,544.03
1549,-49193.8,515.0
1550,-48970.8,510.15
1551,-48672.4,493.0
1552,-48490.5,489.02
1553,-48241.6,469.6666667
1554,-47940,491.65
1555,-47765.5,451.8
1556,-47538.2,433.5
1557,-47307.4,464.0
1558,-46988.5,461.23
1559,-46727.5,435.0
1560,-46223,414.0
1561,-46002.4,452.8
1562,-45718.3,436.6666667
1563,-45521.1,424.5
1564,-45270.9,441.4
1565,-45237.7,432.1
1566,-45038.2,440.27
1567,-44794.9,493.0
1568,-44598.5,499.35
1569,-44389.4,514.0
1570,-44263.5,497.47
1571,-43927.2,499.3333333
1572,-43748.1,487.05
1573,-43464.1,466.6666667
1574,-43284,489.81
1575,-43038.9,461.6666667
1576,-42724.6,468.67
1577,-42452.6,427.3333333
1578,-42212.2,430.6
1579,-41912.9,411.3333333
1580,-41639.7,415.43
1581,-41486.5,437.4
1582,-41395.2,463.0
1583,-41168.7,481.5
1584,-41086,486.3
1585,-40934,470.0
1586,-40889.4,471.4
1587,-40728.9,446.4
1588,-40546.1,455.9
1589,-40346.2,415.111879
1590,-40212.8,416.1
1591,-40101.3,429.0461436
1592,-39976.8,413.8794188
1593,-39736.8,458.1
1594,-39510.9,467.2
1595,-39419.9,464.6666667
1596,-39401,465.1
1597,-39315.1,461.9
1598,-39307.1,465.3
1599,-39273,457.4
1600,-39215.6,441.68
1601,-39159.5,433.4
1602,-39118.5,433.9
1603,-39107.6,419.7
1604,-39000.9,433.3
1605,-38909.7,422.3833333
1606,-38897.8,446.9
1607,-38853.9,426.2
1608,-38698.6,418.5
1609,-38685.6,413.0
1610,-38475,420.1
1611,-38420.8,429.0
1612,-38343.5,449.9
1613,-38268.5,440.4028598
1614,-38260.5,447.5
1615,-38212.1,442.4
1616,-38101.8,413.5
1617,-38080.8,422.3
1618,-38046.9,423.8
1619,-37857.8,410.9
1620,-37840.6,418.7
1621,-37804,418.7
1622,-37640.9,427.0
1623,-37422.8,443.7
1624,-37225.6,450.1
1625,-37069.7,441.3
1626,-36847.4,455.1
1627,-36471.1,440.15
1628,-36287.2,443.0
1629,-36095.1,526.275
1630,-35943.3,481.0
1631,-35898.6,539.5
1632,-35801.2,539.0
1633,-35725.2,546.675
1634,-35609,543.9
1635,-35574.1,556.7
1636,-35564.5,560.4
1637,-35456.1,580.4
1638,-35416.6,563.275
1639,-35348.3,571.9
1640,-35249.9,548.2
1641,-35237.6,536.3
1642,-35176.9,586.7
1643,-35038.2,534.375
1644,-34986.9,533.6
1645,-34662.6,523.8
1646,-34572.2,494.45
1647,-34423.6,468.5
1648,-34358.1,470.8
1649,-34154.4,441.3
1650,-34049.7,440.3
1651,-33942.9,440.75
1652,-33890.7,425.2
1653,-33814.1,425.6
1654,-33699.7,444.0
1655,-33539.4,420.6
1656,-33380.3,426.9
1657,-33288.1,491.85
1658,-33231.1,497.7
1659,-33110.5,514.3
1660,-32995.5,512.5
1661,-32954.4,519.85
1662,-32950.6,519.2
1663,-32718.2,489.0
1664,-32627.5,457.0
1665,-32580.7,447.05
1666,-32387.2,428.0
1667,-32234.8,430.0
1668,-32129.2,430.075
1669,-32095.8,420.4
1670,-31906.6,419.0
1671,-31859.5,415.4
1672,-31784.6,425.9
1673,-31737.9,478.7
1674,-31530.2,460.9
1675,-31298.4,444.3
1676,-31251.8,443.3
1677,-31198.4,439.6
1678,-31110,427.65
1679,-31076.2,423.5
1680,-30953.8,432.0
1681,-30863.6,414.5
1682,-30817.7,404.0
1683,-30694.6,404.6
1684,-30637.6,410.4
1685,-30464.5,409.15
1686,-30419.9,451.9
1687,-30303.6,430.625
1688,-30213,470.8
1689,-30119.4,457.4
1690,-29945.2,440.9
1691,-29842.9,421.625
1692,-29805.9,426.5
1693,-29453.9,412.0
1694,-29247.6,404.425
1695,-29024.4,391.7
1696,-28810.6,408.475
1697,-28668.2,409.7
1698,-28197.8,392.375
1699,-28029.6,399.3
1700,-27751,391.0
1701,-27368.7,367.7
1702,-27140.9,388.3
1703,-26813.5,443.875
1704,-26552,414.0
1705,-26335.5,402.375
1706,-26185.6,399.0
1707,-25945.7,381.925
1708,-25729.9,426.3
1709,-25553.5,406.3
1710,-25385.9,395.85
1711,-25123.9,386.2
1712,-24968,387.0
1713,-24681.1,396.3
1714,-24039.6,364.125
1715,-23874.4,355.0
1716,-23649.1,365.0
1717,-23379.2,369.7
1718,-22977.4,372.475
1719,-22771.1,388.7
1720,-22565.5,372.7
1721,-22349,360.0
1722,-22134.1,375.1
1723,-21938.1,398.0
1724,-21797.4,386.475
1725,-21522.2,389.7
1726,-21328.7,389.75
1727,-21179.6,390.0
1728,-20945,384.65
1729,-20767.9,407.3
1730,-20035.6,355.3
1731,-19836.3,357.3
1732,-19519.5,357.0
1733,-19267.6,353.7
1734,-19004.1,364.8082455
1735,-18757.8,378.3
1736,-18518.6,366.7327831
1737,-18515.5,383.75
1738,-18174.3,375.3
1739,-18013.4,373.7419869
1740,-17742.9,351.3
1741,-17730,356.3
1742,-17529,377.0
1743,-17500.7,358.0826297
1744,-17366.5,365.7
1745,-16940.4,378.7
1746,-16923.3,372.7418456
1747,-16568.7,371.0
1748,-16558,378.336
1749,-16540.1,370.9
1750,-16306.2,375.3
1751,-15973.3,371.3
1752,-15958.7,377.2381364
1753,-15838.8,366.3
1754,-15592.7,383.7
1755,-15580.8,366.152
1756,-15555.7,375.4
1757,-15366.4,371.3
1758,-15124.6,388.8398486
1759,-15095.8,395.4
1760,-14882.5,381.3
1761,-14876.1,408.3
1762,-14667.1,404.1524256
1763,-14654.3,409.2
1764,-14480,404.7
1765,-14292.5,427.3
1766,-14263.3,423.7
1767,-14110.3,418.7
1768,-13920,473.3
1769,-13915.1,438.4386673
1770,-13894.1,441.2
1771,-13605,456.0
1772,-13595.2,441.3803499
1773,-13442.8,451.7
1774,-13266.7,451.0
1775,-13252.6,463.0097119
1776,-13016.2,475.7
1777,-12919.7,469.8641497
1778,-12760.9,459.3
1779,-12604.6,468.6689331
1780,-12596.8,469.6166667
1781,-12584.5,461.0
1782,-12361.7,476.0199447
1783,-12339.1,464.7
1784,-12059.8,568.8756288
1785,-12001,596.8829014
1786,-11991.8,578.3
1787,-11821.4,611.7
1788,-11696,630.0
1789,-11687.3,623.2599844
1790,-11674.6,618.6
1791,-11547.3,613.0
1792,-11477.9,618.7
1793,-11468.2,624.8581951
1794,-11406.1,628.4335
1795,-11305.2,645.7
1796,-11128.6,653.3
1797,-11119.8,670.4033836
1798,-10959.7,661.7
1799,-10933.8,661.4955
1800,-10797.3,646.0
1801,-10785.5,610.4635896
1802,-10654.9,643.3
1803,-10534.8,627.0
1804,-10526.8,650.993563
1805,-10387.5,542.0
1806,-10143.5,478.5904994
1807,-10088.8,466.7
1808,-10083,480.2567037
1809,-9971.2,462.3
1810,-9858.3,482.7
1811,-9848.3,462.0160152
1812,-9766.6,477.3
1813,-9674.6,467.7
1814,-9660.3,488.431719
1815,-9459.9,469.0
1816,-9382.6,559.0
1817,-9374.9,643.4884398
1818,-9266.2,664.7
1819,-9180.1,654.3
1820,-9173.6,652.519
1821,-9127.8,633.3
1822,-9116.4,650.4022932
1823,-8974.5,703.0
1824,-8921.6,679.2116836
1825,-8867.5,673.3
1826,-8861.6,693.5484963
1827,-8757.1,680.7
1828,-8708.7,684.5189354
1829,-8661.9,666.0
1830,-8654.3,671.3971893
1831,-8567.5,652.0
1832,-8528.2,668.6787834
1833,-8459,661.3
1834,-8443.6,672.163994
1835,-8323.5,688.0
1836,-8302.5,682.4566084
1837,-8253.7,678.0
1838,-8241.6,694.2864599
1839,-8147.7,698.0
1840,-8086.2,717.0515
1841,-8011.5,678.0
1842,-7932.1,685.0
1843,-7885,674.6233881
1844,-7850.9,682.3
1845,-7844.2,669.5888899
1846,-7768.8,673.840889
1847,-7749.5,676.3
1848,-7689.8,693.0557214
1849,-7641.6,683.3
1850,-7636.6,688.95
1851,-7583,685.4014167
1852,-7559.5,682.3
1853,-7509.5,675.3505458
1854,-7441.2,676.3347122
1855,-7361.8,673.7
1856,-7355,670.9140778
1857,-7331.4,675.0227138
1858,-7257.3,663.3
1859,-7198.8,666.430382
1860,-7185.4,665.0
1861,-7183.6,664.0419989
1862,-7134.8,664.7
1863,-7130.8,671.35
1864,-7070.1,663.5094977
1865,-7010.9,670.7
1866,-6955.7,647.6441176
1867,-6891.6,657.3
1868,-6881.5,673.7165
1869,-6821.2,657.5
1870,-6813.9,676.1815996
1871,-6758.1,675.4418396
1872,-6697.6,659.0
1873,-6693.9,670.74
1874,-6599.3,657.3
1875,-6572.8,661.5987688
1876,-6502,653.7
1877,-6485.4,654.1022348
1878,-6427.8,659.7
1879,-6420.7,648.0380811
1880,-6381,664.5976184
1881,-6323.2,649.3
1882,-6319.4,647.171
1883,-6251.6,659.5559579
1884,-6221.2,640.7
1885,-6205.2,641.85
1886,-6158.4,640.3333333
1887,-6139.3,651.0
1888,-6117.7,623.9108336
1889,-6115.7,632.6666667
1890,-6103,626.4409586
1891,-6088.6,605.7
1892,-6062.1,632.3333333
1893,-6035.4,659.97201
1894,-6006.6,624.3
1895,-5962.8,613.0637808
1896,-5941.8,589.0
1897,-5924,612.3333333
1898,-5921,600.0956824
1899,-5906.6,597.7
1900,-5891.3,620.0
1901,-5873.3,613.6666667
1902,-5828.2,612.4652947
1903,-5818.8,610.7
1904,-5811.5,619.5308021
1905,-5772.8,617.9202967
1906,-5754,623.3333333
1907,-5738.2,619.5719928
1908,-5719.5,623.0
1909,-5709.9,619.0693297
1910,-5666.3,619.9539491
1911,-5622.6,622.7
1912,-5593.5,616.5103982
1913,-5573.2,617.0
1914,-5547.5,609.7
1915,-5546.4,625.2244872
1916,-5479.5,617.44583
1917,-5458.4,602.443527
1918,-5455.4,611.7
1919,-5360.4,623.1917464
1920,-5338.7,601.7
1921,-5303.2,618.226687
1922,-5259.4,618.3
1923,-5177.4,622.5149715
1924,-5155.9,607.3
1925,-5154.9,612.446
1926,-5069.7,609.7
1927,-5065.6,631.0443895
1928,-5010.5,613.5436639
1929,-4973.5,607.0
1930,-4951.2,632.5764859
1931,-4866.6,605.3
1932,-4787.9,607.9864841
1933,-4758.7,603.3
1934,-4757.6,635.9298692
1935,-4740.9,603.6
1936,-4686.7,606.5437038
1937,-4659.7,595.3
1938,-4656.8,601.4185
1939,-4648.4,599.0
1940,-4591.8,601.6308641
1941,-4552.8,601.5953347
1942,-4502.9,616.8977809
1943,-4453.6,587.7
1944,-4434.7,587.1366406
1945,-4400.2,581.0495945
1946,-4396.3,580.0
1947,-4391.2,577.119004
1948,-4354.3,591.9237093
1949,-4313.5,583.1917793
1950,-4306.5,577.0
1951,-4301.6,590.127
1952,-4165.6,589.8184557
1953,-4108,596.6476978
1954,-4083,581.0
1955,-4079,597.1554737
1956,-4072,591.7
1957,-4043.2,602.4646452
1958,-4039,564.0
1959,-3964.7,584.4424811
1960,-3920.2,569.9914556
1961,-3884,575.0
1962,-3762,586.1507089
1963,-3734.4,584.3
1964,-3706.9,581.4602016
1965,-3703.2,569.7
1966,-3700.5,577.6611797
1967,-3693.2,571.3
1968,-3647.9,591.1240422
1969,-3606.5,568.3
1970,-3599.6,563.4806102
1971,-3575.9,580.6022905
1972,-3523.7,579.5658932
1973,-3508.2,566.0
1974,-3468.1,570.1361675
1975,-3413.6,565.0
1976,-3387.1,576.801097
1977,-3322.2,564.2
1978,-3319.5,560.745267
1979,-3271.3,573.7062461
1980,-3206.2,558.3
1981,-3199.1,552.665624
1982,-3161.5,550.596
1983,-3117.6,563.0
1984,-3051.6,561.0
1985,-2918.3,567.7
1986,-2914.4,572.6807521
1987,-2899,569.9
1988,-2873,578.5428881
1989,-2805.3,563.3
1990,-2789.9,569.902
1991,-2751.3,559.6650635
1992,-2732.8,563.0
1993,-2674.5,559.659818
1994,-2639.3,579.7013541
1995,-2600.8,559.5086695
1996,-2546,580.0672454
1997,-2523.5,561.7
1998,-2520.6,582.4490752
1999,-2510.6,568.1
2000,-2489.5,569.8833134
2001,-2415.9,569.7
2002,-2406.8,583.993827
2003,-2375.4,579.021
2004,-2359.1,567.7
2005,-2355.3,577.3
2006,-2223.3,581.8659941
2007,-2191.5,570.3
2008,-2131.7,563.0
2009,-2128.8,575.7
2010,-2044.1,567.7
2011,-2036.2,548.9266811
2012,-2014.5,575.1261252
2013,-1954.7,578.3925521
2014,-1941.9,573.5
2015,-1823.2,575.8749785
2016,-1746.5,580.7
2017,-1740.3,578.0
2018,-1663.6,577.7
2019,-1652.3,595.6684431
2020,-1622.1,574.5989508
2021,-1566.9,559.5379345
2022,-1556.2,569.8
2023,-1483.1,572.7
2024,-1409.7,589.1519454
2025,-1357.6,581.3
2026,-1260.1,567.7
2027,-1189.2,589.4574439
2028,-1156.8,576.0
2029,-1076.2,572.7
2030,-1048.1,581.1818009
2031,-927.3,577.0
2032,-907.1,577.0200136
2033,-850.1,578.3
2034,-843.3,579.6288433
2035,-784.8,582.517837
2036,-773.6,587.9
2037,-769.5,580.0
2038,-766.5,590.3055
2039,-674.1,586.3685968
2040,-651.8,591.7
2041,-568.8,590.0
2042,-564.8,603.0
2043,-531.8,578.8931934
2044,-473.6,591.7
2045,-463.6,604.4481798
2046,-438.7,592.8089959
2047,-375,597.0
2048,-371,594.1057316
2049,-359.2,594.7
2050,-324.6,597.3161697
2051,-257.8,601.7
2052,-168.9,608.7
2053,-164.9,594.286
2054,-154.1,590.6
2055,-94.8,603.7
2056,-44.6,599.2280749
2057,-1.3,605.4002909
2058,43,613.3
2059,157.1,613.0
2060,175.6,617.6147798
2061,223.6,623.0776819
2062,232.8,614.5
2063,272.7,623.4050771
2064,321.4,623.3
2065,330.4,610.2707956
2066,399,630.437945
2067,423.1,631.7
2068,507.4,638.2916239
2069,519.2,631.3
2070,600.6,650.2330673
2071,612.2,634.9288889
2072,701.6,634.8718624
2073,724.8,628.7
2074,732.9,642.6591809
2075,818.4,643.7
2076,858.1,633.223011
2077,912.8,634.7
2078,1003.9,636.2143933
2079,1008,
2080,1010.6,640.2
2081,1048,
2082,1053.1,647.9198051
2083,1080.7,647.0
2084,1088.7,663.9678815
2085,1098,
2086,1148,
2087,1198,
2088,1207.7,643.3
2089,1214.1,679.5
2090,1248,
2091,1272.2,668.9100188
2092,1282.2,666.7
2093,1329,
2094,1389,
2095,1396.5,680.389
2096,1411.4,667.8
2097,1416.6,669.6681366
2098,1448,
2099,1467,
2100,1471.9,644.3
2101,1491.1,670.1453219
2102,1501,
2103,1529,
2104,1547,680.8545
2105,1549,
2106,1568.2,684.3
2107,1572,
2108,1591,
2109,1605.5,651.4369118
2110,1606,
2111,1622,
2112,1649,
2113,1652.8,675.885861
2114,1681,
2115,1691.9,679.3078377
2116,1694,
2117,1722,
2118,1742.7,682.7
2119,1747.9,695.6475972
2120,1749,
2121,1751,
2122,1762,
2123,1765.7,726.8
2124,1779,
2125,1796,
2126,1798,
2127,1798.8,710.4896326
2128,1820.4,761.7
2129,1824.3,784.47
2130,1827,
2131,1834,
2132,1842,
2133,1847,
2134,1852,
2135,1856,
2136,1863,
2137,1871,
2138,1879,
2139,1884,
2140,1888,
2141,1893,
2142,1894,
2143,1900,
2144,1901,
2145,1907,
2146,1914,
2147,1917,
2148,1926,
2149,1928,
2150,1931,
2151,1934,
2152,1936,
2153,1936.6,907.0
2154,1938,
2155,1940,
2156,1941,
2157,1942,
2158,1944,
2159,1946,
2160,1950,
2161,1955,
2162,1956,
2163,1957,
2164,1961,
2165,1964,
2166,1965,
2167,1967,
2168,1970,
2169,1971,
2170,1972,
2171,1973,
2172,1974,
2173,1975,
2174,1977,
2175,1980,
2176,Direct Measurements,
2177,1984,
2178,1985,
2179,1986,
2180,1987,
2181,1988,
2182,1989,
2183,1990,
2184,1991,
2185,1992,
2186,1993,
2187,1994,
2188,1995,
2189,1996,
2190,1997,
2191,1998,
2192,1999,
2193,2000,
2194,2001,
2195,2002,
2196,2003,
2197,2004,
2198,2005,
2199,2006,
2200,2007,
2201,2008,
2202,2009,
2203,2010,
2204,2011,
2205,2012,
2206,2013,
2207,2014,
2208,2015,
